id,quizId,type,question,options,correctAnswer,items,text,blanks,distractors,sentence,words,correctWordIndexes,image
q-1770255347197-5,quiz-1770255347196,MATCHING,Nối số ở cột A với kết quả làm tròn đến hàng chục ở cột B:,,,"[{""left"":""$21$"",""right"":""$20$""},{""left"":""$26$"",""right"":""$30$""},{""left"":""$35$"",""right"":""$40$""}]",,,,,,,
q-1770255347197-6,quiz-1770255347196,DROPDOWN,Chọn đáp án đúng để điền vào chỗ trống:,,,,"Làm tròn số $85$ đến hàng chục, ta được số [1].","[{""id"":""blank-1"",""options"":[""80"",""90"",""85""],""correctAnswer"":""90""}]",[],,,,
q-1770255347197-7,quiz-1770255347196,SHORT_ANSWER,"Làm tròn số $99$ đến hàng chục, ta được số nào?",,100,,,,,,,,
q-1770255347197-8,quiz-1770255347196,MCQ,Làm tròn số $550$ đến hàng trăm ta được:,A. $500$|B. $600$|C. $550$|D. $560$,B,,,,,,,,
q-1770255347197-9,quiz-1770255347196,MULTIPLE_SELECT,Những số nào sau đây khi làm tròn đến hàng chục sẽ được $20$? (Chọn tất cả đáp án đúng),A. $18$|B. $22$|C. $14$|D. $26$,"[""A"",""B""]",,,,,,,,
q-1770255347197-10,quiz-1770255347196,DRAG_DROP,Điền các từ thích hợp vào chỗ trống để hoàn thành quy tắc:,,,,"Khi làm tròn số đến hàng chục, nếu chữ số hàng đơn vị là [5], [6], [7], [8], [9] thì ta làm tròn [lên].","[""5"",""6"",""7"",""8"",""9"",""lên""]","[""xuống"",""0"",""1""]",,,,
q-1770255347197-11,quiz-1770255347196,MCQ,"Quãng đường từ nhà An đến trường dài $218$ mét. Nếu làm tròn đến hàng chục, quãng đường dài khoảng bao nhiêu mét?",A. $210$ mét|B. $220$ mét|C. $200$ mét|D. $300$ mét,B,,,,,,,,
q-1770255347197-12,quiz-1770255347196,MULTIPLE_SELECT,Chọn các số mà khi làm tròn đến hàng trăm ta được kết quả là $500$:,A. $450$|B. $549$|C. $449$|D. $551$,"[""A"",""B""]",,,,,,,,
q-1770255347197-13,quiz-1770255347196,MATCHING,Nối số ban đầu với kết quả làm tròn tương ứng:,,,"[{""left"":""$450$ (làm tròn đến hàng trăm)"",""right"":""$500$""},{""left"":""$440$ (làm tròn đến hàng trăm)"",""right"":""$400$""},{""left"":""$45$ (làm tròn đến hàng chục)"",""right"":""$50$""}]",,,,,,,
q-1770255347197-14,quiz-1770255347196,SHORT_ANSWER,Tìm số bé nhất có hai chữ số mà khi làm tròn đến hàng chục ta được số $60$.,,55,,,,,,,,
q-1770255347197-15,quiz-1770255347196,MCQ,Mẹ mua rau hết $19$ nghìn đồng và mua thịt hết $52$ nghìn đồng. Hãy ước lượng tổng số tiền mẹ phải trả bằng cách làm tròn mỗi số tiền đến hàng chục nghìn rồi cộng lại.,A. $60$ nghìn đồng|B. $70$ nghìn đồng|C. $80$ nghìn đồng|D. $71$ nghìn đồng,B,,,,,,,,
q-1770255347197-16,quiz-1770255347196,SHORT_ANSWER,Tìm số lớn nhất có ba chữ số mà khi làm tròn đến hàng trăm ta được số $800$.,,849,,,,,,,,
q-1770255347197-17,quiz-1770255347196,TRUE_FALSE,Đúng hay sai về khoảng giá trị khi làm tròn?,,,"[{""statement"":""Tất cả các số từ $45$ đến $49$ đều làm tròn thành $50$ (hàng chục)."",""isCorrect"":true},{""statement"":""Tất cả các số từ $51$ đến $55$ đều làm tròn thành $50$ (hàng chục)."",""isCorrect"":false}]",,,,,,,
q-1770255347197-18,quiz-1770255347196,MATCHING,Nối khoảng giá trị với kết quả làm tròn đến hàng trăm phù hợp:,,,"[{""left"":""Các số từ $150$ đến $199$"",""right"":""Làm tròn thành $200$""},{""left"":""Các số từ $101$ đến $149$"",""right"":""Làm tròn thành $100$""},{""left"":""Các số từ $250$ đến $299$"",""right"":""Làm tròn thành $300$""}]",,,,,,,
q-1770255347197-19,quiz-1770255347196,MCQ,"Một quyển sách có $128$ trang, quyển vở có $43$ trang. Nếu làm tròn số trang của mỗi loại đến hàng chục rồi cộng lại, ta được kết quả là bao nhiêu?",A. $170$ trang|B. $160$ trang|C. $180$ trang|D. $171$ trang,A,,,,,,,,
q-1771815844177-0,quiz-1771815844175,MCQ,Điền dấu thích hợp vào chỗ chấm: $\frac{5}{9}$ $\dots$ $\frac{7}{9}$,A. $>$|B. $<$|C. $=$|D. Không so sánh được,B,,,,,,,,
q-1771815844177-1,quiz-1771815844175,MCQ,Kết quả so sánh hai phân số $\frac{5}{8}$ và $\frac{9}{8}$ là:,A. $\frac{5}{8}$ > \frac{9}{8}$|B. $\frac{5}{8}$ = \frac{9}{8}$|C. $\frac{5}{8}$ < \frac{9}{8}$|D. $\frac{5}{8}$ + \frac{9}{8}$,C,,,,,,,,
q-1771815844177-2,quiz-1771815844175,TRUE_FALSE,Đánh giá tính đúng sai của các phép so sánh sau với số 1:,,,"[{""statement"":""$\\frac{9}{9}$ = 1$"",""isCorrect"":true},{""statement"":""$\\frac{5}{9}$ > 1$"",""isCorrect"":false},{""statement"":""$\\frac{8}{7}$ > 1$"",""isCorrect"":true}]",,,,,,,
q-1771815844177-3,quiz-1771815844175,SHORT_ANSWER,"Điền dấu ($>$, $<$, $=$) thích hợp vào chỗ chấm: $\frac{3}{14}$ $\dots$ $\frac{6}{14}$",,<,,,,,,,,
q-1771815844177-4,quiz-1771815844175,MATCHING,Nối phép so sánh với kết quả đúng:,,,"[{""left"":""$\\frac{7}{6}$ so với 1"",""right"":""Lớn hơn 1""},{""left"":""$\\frac{5}{9}$ so với 1"",""right"":""Bé hơn 1""},{""left"":""$\\frac{9}{9}$ so với 1"",""right"":""Bằng 1""}]",,,,,,,
q-1771815844177-5,quiz-1771815844175,MCQ,"Trong các phân số sau, phân số nào bé hơn 1?",A. $\frac{8}{7}$|B. $\frac{7}{6}$|C. $\frac{5}{9}$|D. $\frac{9}{8}$,C,,,,,,,,
q-1771815844177-6,quiz-1771815844175,MCQ,"Trong các phân số sau, phân số nào lớn hơn 1?",A. $\frac{5}{9}$|B. $\frac{8}{7}$|C. $\frac{3}{14}$|D. $\frac{2}{5}$,B,,,,,,,,
q-1771815844177-7,quiz-1771815844175,SHORT_ANSWER,Điền số thích hợp vào chỗ chấm: $\frac{4}{4}$ = $\dots$,,1,,,,,,,,
q-1771815844177-8,quiz-1771815844175,MCQ,Quy đồng mẫu số rồi so sánh hai phân số $\frac{2}{5}$ và $\frac{3}{10}$. Kết quả là:,A. $\frac{2}{5}$ > \frac{3}{10}$|B. $\frac{2}{5}$ < \frac{3}{10}$|C. $\frac{2}{5}$ = \frac{3}{10}$|D. Không so sánh được,A,,,,,,,,
q-1771815844177-9,quiz-1771815844175,TRUE_FALSE,Kiểm tra tính đúng sai của các bước so sánh $\frac{7}{12}$ và $\frac{5}{6}$:,,,"[{""statement"":""Quy đồng mẫu số: $\\frac{5}{6}$ = \\frac{10}{12}$"",""isCorrect"":true},{""statement"":""So sánh tử số: $7 > 10$"",""isCorrect"":false},{""statement"":""Kết luận: $\\frac{7}{12}$ < \\frac{5}{6}$"",""isCorrect"":true}]",,,,,,,
q-1771815844177-10,quiz-1771815844175,SHORT_ANSWER,"Điền dấu ($>$, $<$, $=$) vào chỗ chấm: $\frac{3}{4}$ $\dots$ $\frac{1}{2}$",,>,,,,,,,,
q-1771815844177-11,quiz-1771815844175,DRAG_DROP,"Sắp xếp các phân số sau theo thứ tự từ bé đến lớn: ($\frac{2}{5}$, $\frac{8}{5}$, $\frac{3}{5}$)",,,,"Thứ tự từ bé đến lớn là: [$\frac{2}{5}$], [$\frac{3}{5}$], [$\frac{8}{5}$].","[""$\\frac{2}{5}$"",""$\\frac{3}{5}$"",""$\\frac{8}{5}$""]","[""$\\frac{5}{2}$"",""$\\frac{5}{3}$""]",,,,
q-1771815844177-12,quiz-1771815844175,CATEGORIZATION,Phân loại các phân số sau vào nhóm thích hợp.,,,"[{""id"":""i1"",""content"":""$\\frac{3}{5}$"",""categoryId"":""be_hon_1""},{""id"":""i2"",""content"":""$\\frac{8}{5}$"",""categoryId"":""lon_hon_1""},{""id"":""i3"",""content"":""$\\frac{2}{5}$"",""categoryId"":""be_hon_1""},{""id"":""i4"",""content"":""$\\frac{5}{2}$"",""categoryId"":""lon_hon_1""}]",,,"[{""id"":""be_hon_1"",""name"":""Bé hơn 1""},{""id"":""lon_hon_1"",""name"":""Lớn hơn 1""}]",,,,
q-1771815844177-13,quiz-1771815844175,MCQ,So sánh hai phân số $\frac{8}{3}$ và $\frac{11}{21}$.,A. $\frac{8}{3}$ < \frac{11}{21}$|B. $\frac{8}{3}$ > \frac{11}{21}$|C. $\frac{8}{3}$ = \frac{11}{21}$|D. Không so sánh được,B,,,,,,,,
q-1771815844177-14,quiz-1771815844175,MULTIPLE_SELECT,"Trong các phân số sau, những phân số nào lớn hơn 1? (Chọn tất cả đáp án đúng)",A. $\frac{8}{5}$|B. $\frac{3}{5}$|C. $\frac{5}{2}$|D. $\frac{1}{6}$,"[""A"",""C""]",,,,,,,,
q-1771815844177-15,quiz-1771815844175,DRAG_DROP,"Sắp xếp các số sau theo thứ tự từ bé đến lớn: ($\frac{1}{6}$, $\frac{5}{2}$, 1)",,,,"Thứ tự đúng là: [$\frac{1}{6}$], [1], [$\frac{5}{2}$].","[""$\\frac{1}{6}$"",""1"",""$\\frac{5}{2}$""]","[""$\\frac{5}{6}$"",""$\\frac{2}{5}$""]",,,,
q-1771815844177-16,quiz-1771815844175,MATCHING,Nối các phân số trên tia số (Bài 4) với giá trị số tự nhiên tương ứng:,,,"[{""left"":""$\\frac{4}{4}$"",""right"":""1""},{""left"":""$\\frac{8}{4}$"",""right"":""2""},{""left"":""$\\frac{12}{4}$"",""right"":""3""}]",,,,,,,
q-1771815844177-17,quiz-1771815844175,MULTIPLE_SELECT,"Dựa vào tia số ở Bài 4, các phân số nào sau đây nằm giữa 1 và 2? (Chọn tất cả đáp án đúng)",A. $\frac{5}{4}$|B. $\frac{3}{4}$|C. $\frac{7}{4}$|D. $\frac{9}{4}$,"[""A"",""C""]",,,,,,,,
q-1771815844177-18,quiz-1771815844175,SHORT_ANSWER,Tìm số tự nhiên $x$ biết: $\frac{x}{4}$ = 3$,,12,,,,,,,,
q-1771815844177-19,quiz-1771815844175,MCQ,Mẫu số chung nhỏ nhất để quy đồng hai phân số $\frac{3}{4}$ và $\frac{1}{2}$ là bao nhiêu?,A. 8|B. 4|C. 2|D. 6,B,,,,,,,,
q-1770687698607-0,quiz-1770687698607,MCQ,Vị ngữ trong câu thường trả lời cho những câu hỏi nào?,Ai? Như thế nào? Cái gì?|Làm gì? Như thế nào? Là gì?|Khi nào? Ở đâu? Vì sao?|Thế nào? Bao nhiêu? Với ai?,B,,,,,,,,
q-1770687698607-1,quiz-1770687698607,MCQ,"Trong câu 'Đàn chim én đang bay lượn trên bầu trời.', bộ phận nào là vị ngữ?",Đàn chim én|đang bay lượn trên bầu trời|trên bầu trời|bay lượn,B,,,,,,,,
q-1770687698607-2,quiz-1770687698607,MCQ,Câu nào dưới đây có vị ngữ trả lời cho câu hỏi 'Là gì?',Mẹ em đang nấu cơm.|Bông hoa hồng rất thơm.|Hà Nội là thủ đô của nước Việt Nam.|Con mèo trèo cây cau.,C,,,,,,,,
q-1770687698607-3,quiz-1770687698607,UNDERLINE,Gạch chân dưới bộ phận vị ngữ trong câu sau:,,"[4,5,6,7,8]","[""Những"",""chú"",""gà"",""con"",""chạy"",""lon"",""ton"",""trong"",""sân.""]",,,,,"[""Những"",""chú"",""gà"",""con"",""chạy"",""lon"",""ton"",""trong"",""sân.""]","[4,5,6,7,8]",
q-1770687698607-4,quiz-1770687698607,UNDERLINE,Gạch chân dưới bộ phận vị ngữ trong câu sau:,,"[4,5]","[""Mái"",""tóc"",""của"",""bà"",""bạc"",""trắng.""]",,,,,"[""Mái"",""tóc"",""của"",""bà"",""bạc"",""trắng.""]","[4,5]",
q-1770687698607-5,quiz-1770687698607,TRUE_FALSE,Đánh giá các phát biểu sau về vị ngữ:,,,"[{""statement"":""Vị ngữ luôn đứng trước chủ ngữ."",""isCorrect"":false},{""statement"":""Vị ngữ thường do động từ, tính từ hoặc cụm động từ, cụm tính từ tạo thành."",""isCorrect"":true}]",,,,,,,
q-1770687698607-6,quiz-1770687698607,MATCHING,,,,"[{""left"":""Mặt trời"",""right"":""mọc ở đằng Đông.""},{""left"":""Con ong"",""right"":""chăm chỉ hút mật.""},{""left"":""Cây phượng"",""right"":""nở hoa đỏ rực.""}]",,,,,,,
q-1770687698607-7,quiz-1770687698607,SHORT_ANSWER,"Trong câu 'Nam là học sinh giỏi.', vị ngữ là cụm từ nào?",,là học sinh giỏi,,,,,,,,
q-1770687698607-8,quiz-1770687698607,SHORT_ANSWER,"Trong câu 'Gió thổi mạnh.', vị ngữ là từ nào?",,thổi mạnh,,,,,,,,
q-1770687698607-9,quiz-1770687698607,MCQ,Vị ngữ trong câu 'Cánh đồng lúa chín vàng.' thuộc loại nào?,"Vị ngữ chỉ hoạt động|Vị ngữ chỉ đặc điểm, tính chất|Vị ngữ giới thiệu sự vật|Vị ngữ chỉ thời gian",B,,,,,,,,
q-1770687698607-10,quiz-1770687698607,MCQ,Dòng nào dưới đây chỉ gồm các từ có thể làm vị ngữ trong câu nêu hoạt động 'Ai làm gì?',"xinh đẹp, hiền lành, thông minh|học bài, đá bóng, rửa bát|bác sĩ, kỹ sư, giáo viên|ngôi nhà, dòng sông, đám mây",B,,,,,,,,
q-1770687698607-11,quiz-1770687698607,MCQ,"Trong câu 'Bạn Lan đang viết bài.', từ nào là động từ chính trong vị ngữ?",Bạn|Lan|đang|viết,D,,,,,,,,
q-1770687698607-12,quiz-1770687698607,TRUE_FALSE,Xác định đúng/sai cho các nhận định về câu 'Con mèo đang ngủ ngon lành.',,,"[{""statement"":""Vị ngữ của câu là 'đang ngủ ngon lành'."",""isCorrect"":true},{""statement"":""Câu này trả lời cho câu hỏi 'Con mèo như thế nào?'."",""isCorrect"":false}]",,,,,,,
q-1770687698607-13,quiz-1770687698607,MATCHING,,,,"[{""left"":""Bố em đang đọc báo."",""right"":""Vị ngữ trả lời câu hỏi Làm gì?""},{""left"":""Bầu trời xanh ngắt."",""right"":""Vị ngữ trả lời câu hỏi Như thế nào?""},{""left"":""Hải là người bạn thân nhất của em."",""right"":""Vị ngữ trả lời câu hỏi Là gì?""}]",,,,,,,
q-1770687698607-14,quiz-1770687698607,SHORT_ANSWER,Điền từ còn thiếu vào vị ngữ: 'Con trâu đang ... cỏ.',,gặm,,,,,,,,
q-1770687698607-15,quiz-1770687698607,DROPDOWN,Chọn từ thích hợp để hoàn thành vị ngữ trong các câu sau:,,,,Mặt biển [1] một màu xanh biếc. Những con sóng [2] vào bờ.,"[{""id"":""blank-1"",""options"":[""bao la"",""chạy"",""hát""],""correctAnswer"":""bao la""},{""id"":""blank-2"",""options"":[""xô"",""bay"",""ngủ""],""correctAnswer"":""xô""}]",[],,,,
q-1770687698607-16,quiz-1770687698607,CATEGORIZATION,Phân loại các câu sau dựa trên ý nghĩa của vị ngữ.,,,"[{""id"":""i1"",""content"":""Đàn bò thong thả gặm cỏ."",""categoryId"":""lam_gi""},{""id"":""i2"",""content"":""Bông hoa hồng đỏ thắm."",""categoryId"":""nhu_the_nao""},{""id"":""i3"",""content"":""Chú mèo mướp nằm sưởi nắng."",""categoryId"":""lam_gi""},{""id"":""i4"",""content"":""Dòng sông hiền hòa."",""categoryId"":""nhu_the_nao""}]",,,"[{""id"":""lam_gi"",""name"":""Câu nêu hoạt động (làm gì?)""},{""id"":""nhu_the_nao"",""name"":""Câu nêu đặc điểm (thế nào?)""}]",,,,
q-1770687698607-17,quiz-1770687698607,MULTIPLE_SELECT,Những câu nào dưới đây có vị ngữ là tính từ hoặc cụm tính từ? (Chọn tất cả đáp án đúng),A. Vườn cây xanh tốt.|B. Bà em đang tưới rau.|C. Con đường làng gồ ghề.|D. Chị Lan đi học.,"[""A"",""C""]",,,,,,,,
q-1770687698607-18,quiz-1770687698607,DRAG_DROP,Điền các vị ngữ thích hợp vào chỗ trống trong đoạn văn:,,,,Mùa xuân đã về. Cây cối [đâm chồi nảy lộc]. Chim chóc [hót líu lo] trên cành.,"[""đâm chồi nảy lộc"",""hót líu lo""]","[""rụng lá"",""ngủ đông""]",,,,
q-1770687698607-19,quiz-1770687698607,MCQ,"Trong câu 'Tiếng suối chảy rì rầm.', bộ phận vị ngữ trả lời cho câu hỏi nào?",Tiếng suối làm gì?|Tiếng suối như thế nào?|Tiếng suối là gì?|Tiếng suối ở đâu?,B,,,,,,,,
q-1770687698607-20,quiz-1770687698607,UNDERLINE,Gạch chân dưới vị ngữ trong câu thơ sau:,,"[3,4,5]","[""Những"",""ngôi"",""sao"",""thức"",""ngoài"",""kia.""]",,,,,"[""Những"",""ngôi"",""sao"",""thức"",""ngoài"",""kia.""]","[3,4,5]",
q-1770687698607-21,quiz-1770687698607,MATCHING,,,,"[{""left"":""Em bé ngủ."",""right"":""Vị ngữ là một động từ""},{""left"":""Em bé ngủ rất ngon."",""right"":""Vị ngữ là một cụm động từ""},{""left"":""Em bé rất ngoan."",""right"":""Vị ngữ là một cụm tính từ""}]",,,,,,,
q-1770687698607-22,quiz-1770687698607,MULTIPLE_SELECT,Chọn các câu có vị ngữ trả lời cho câu hỏi 'Làm gì?' (Chọn tất cả đáp án đúng),A. Bác nông dân đang cày ruộng.|B. Cánh đồng lúa rộng mênh mông.|C. Đàn trâu thung thăng gặm cỏ.|D. Bầu trời cao vút.,"[""A"",""C""]",,,,,,,,
q-1770687698607-23,quiz-1770687698607,SHORT_ANSWER,Đặt câu hỏi cho bộ phận vị ngữ trong câu: 'Cây bàng sừng sững trước cổng trường.',,Cây bàng như thế nào?,,,,,,,,
q-1770687698607-24,quiz-1770687698607,DROPDOWN,Chọn từ thích hợp để hoàn chỉnh câu giới thiệu (Ai là gì?),,,,Thiếu nhi [1] tương lai của đất nước. Trường học [2] ngôi nhà thứ hai của em.,"[{""id"":""blank-1"",""options"":[""là"",""thì"",""ở""],""correctAnswer"":""là""},{""id"":""blank-2"",""options"":[""giống"",""là"",""như""],""correctAnswer"":""là""}]",[],,,,
q-1770687698607-25,quiz-1770687698607,CATEGORIZATION,Phân loại các câu sau dựa trên từ loại chính của Vị ngữ.,,,"[{""id"":""i1"",""content"":""Mẹ em là giáo viên tiểu học."",""categoryId"":""danh_tu""},{""id"":""i2"",""content"":""Chiếc xe chạy rất nhanh."",""categoryId"":""dong_tu""},{""id"":""i3"",""content"":""Quyển sách này rất hay."",""categoryId"":""tinh_tu""},{""id"":""i4"",""content"":""Hà Nội là trái tim của cả nước."",""categoryId"":""danh_tu""},{""id"":""i5"",""content"":""Mặt trời tỏa nắng rực rỡ."",""categoryId"":""dong_tu""},{""id"":""i6"",""content"":""Nước biển mặn chát."",""categoryId"":""tinh_tu""}]",,,"[{""id"":""danh_tu"",""name"":""Vị ngữ là Cụm Danh Từ (có từ 'là')""},{""id"":""dong_tu"",""name"":""Vị ngữ là Cụm Động Từ""},{""id"":""tinh_tu"",""name"":""Vị ngữ là Cụm Tính Từ""}]",,,,
q-1770687698607-26,quiz-1770687698607,MULTIPLE_SELECT,Những câu nào dưới đây có cấu tạo vị ngữ phức tạp (có nhiều vị ngữ hoặc vị ngữ đảo)? (Chọn tất cả đáp án đúng),"A. Gió thổi.|B. Tre bần thần, ngơ ngác.|C. Mưa rơi tí tách.|D. Gió thổi mạnh, cuốn phăng những chiếc lá khô.","[""B"",""D""]",,,,,,,,
q-1770687698607-27,quiz-1770687698607,DRAG_DROP,Hoàn thành đoạn thơ sau bằng cách điền các vị ngữ phù hợp:,,,,"Trăng [tròn như cái đĩa].
Lơ lửng mà không rơi.
Những ngôi sao [thức ngoài kia].
Chẳng bằng mẹ đã thức vì chúng con.","[""tròn như cái đĩa"",""thức ngoài kia""]","[""mọc sau đồi"",""sáng lung linh""]",,,,
q-1770687698607-28,quiz-1770687698607,UNDERLINE,Gạch chân bộ phận vị ngữ trong câu đảo ngữ sau (Vị ngữ đứng trước chủ ngữ):,,"[0,1,2,3]","[""Lom"",""khom"",""dưới"",""núi"",""tiều"",""vài"",""chú.""]",,,,,"[""Lom"",""khom"",""dưới"",""núi"",""tiều"",""vài"",""chú.""]","[0,1,2,3]",
q-1770687698607-29,quiz-1770687698607,MATCHING,,,,"[{""left"":""Trăng tròn như quả bóng."",""right"":""Vị ngữ có hình ảnh so sánh""},{""left"":""Chị gió dạo chơi trên cánh đồng."",""right"":""Vị ngữ có hình ảnh nhân hóa""},{""left"":""Mặt trời đỏ rực."",""right"":""Vị ngữ miêu tả trực tiếp (không tu từ)""}]",,,,,,,
q-1770259338309-0,quiz-1770259338309,MCQ,"Trong câu kể <i>'Ai làm gì?'</i>, vị ngữ dùng để làm gì?","A. Chỉ sự vật được nói đến ở chủ ngữ|B. Nêu lên hoạt động của người, con vật hoặc đồ vật được nhân hóa|C. Nêu lên đặc điểm, tính chất của sự vật|D. Giới thiệu về sự vật",,,,,,,,,
q-1770259338309-1,quiz-1770259338309,MCQ,"Vị ngữ trong câu <i>""Đàn chim én đang bay lượn trên bầu trời.""</i> là cụm từ nào?",A. Đàn chim én|B. đang bay lượn trên bầu trời|C. trên bầu trời|D. bay lượn,,,,,,,,,
q-1770259338309-2,quiz-1770259338309,MCQ,Câu nào dưới đây có vị ngữ trả lời cho câu hỏi 'Là gì?',A. Mẹ em đang nấu cơm.|B. Bông hoa hồng rất đẹp.|C. Hà Nội là thủ đô của nước Việt Nam.|D. Chú mèo mướp nằm sưởi nắng.,,,,,,,,,
q-1770259338309-3,quiz-1770259338309,TRUE_FALSE,Đánh giá các phát biểu sau về vị ngữ:,,,"[{""statement"":""Vị ngữ thường đứng sau chủ ngữ.""},{""statement"":""Vị ngữ trong câu 'Ai thế nào?' thường do danh từ tạo thành.""}]",,,,,,,
q-1770259338309-4,quiz-1770259338309,UNDERLINE,Gạch chân dưới bộ phận vị ngữ trong câu sau:,,[],"[""Mặt trời"",""mọc"",""ở"",""đằng"",""đông.""]",,,,,"[""Mặt trời"",""mọc"",""ở"",""đằng"",""đông.""]",[],
q-1770259338309-5,quiz-1770259338309,MATCHING,,,,"[{""left"":""Con mèo"",""right"":""đang bắt chuột.""},{""left"":""Cô giáo"",""right"":""đang giảng bài.""},{""left"":""Bông hoa"",""right"":""nở rực rỡ.""}]",,,,,,,
q-1770259338309-6,quiz-1770259338309,MCQ,"Trong câu 'Cánh đồng lúa chín vàng óng.', từ nào là từ trung tâm của vị ngữ?",A. Cánh đồng|B. lúa|C. chín|D. vàng óng,,,,,,,,,
q-1770259338309-7,quiz-1770259338309,SHORT_ANSWER,"Để tìm vị ngữ chỉ hoạt động trong câu, ta thường dùng câu hỏi: Ai ... ?",,,,,,,,,,
q-1770259338309-8,quiz-1770259338309,MCQ,Vị ngữ trong câu kể 'Ai thế nào?' thường do từ loại nào đảm nhiệm?,"A. Danh từ và cụm danh từ|B. Tính từ, động từ chỉ trạng thái hoặc cụm của chúng|C. Chỉ có động từ chỉ hoạt động|D. Số từ",,,,,,,,,
q-1770259338309-9,quiz-1770259338309,UNDERLINE,Gạch chân dưới vị ngữ trong câu sau:,,[],"[""Bạn"",""Nam"",""là"",""lớp"",""trưởng"",""lớp"",""4A.""]",,,,,"[""Bạn"",""Nam"",""là"",""lớp"",""trưởng"",""lớp"",""4A.""]",[],
q-1770259338309-10,quiz-1770259338309,MCQ,Dòng nào dưới đây gồm các từ ngữ thích hợp để làm vị ngữ cho câu: 'Những chú chim sơn ca ...'?,A. xanh biếc|B. hót líu lo trên cành|C. là một loài cá|D. chạy rất nhanh,,,,,,,,,
q-1770259338309-11,quiz-1770259338309,MATCHING,,,,"[{""left"":""Bố em đang tưới cây."",""right"":""Ai làm gì?""},{""left"":""Mái tóc của bà bạc trắng."",""right"":""Ai thế nào?""},{""left"":""Sách vở là đồ dùng học tập."",""right"":""Ai là gì?""}]",,,,,,,
q-1770259338309-12,quiz-1770259338309,ORDERING,Sắp xếp các từ sau để tạo thành câu kể 'Ai thế nào?' hoàn chỉnh:,,[],"[{""0"":""r"",""1"":""ấ"",""2"":""t""},{""0"":""c"",""1"":""h"",""2"":""ă"",""3"":""m"",""4"":"" "",""5"":""c"",""6"":""h"",""7"":""ỉ"",""8"":"".""},{""0"":""B"",""1"":""ạ"",""2"":""n""},{""0"":""M"",""1"":""a"",""2"":""i""}]",,,,,,,
q-1770259338309-13,quiz-1770259338309,UNDERLINE,Gạch chân dưới bộ phận vị ngữ trong câu văn miêu tả sau:,,[],"[""Những"",""cánh"",""buồm"",""nâu"",""trên"",""biển"",""được"",""nắng"",""chiếu"",""vào"",""hồng"",""rực.""]",,,,,"[""Những"",""cánh"",""buồm"",""nâu"",""trên"",""biển"",""được"",""nắng"",""chiếu"",""vào"",""hồng"",""rực.""]",[],
q-1770259338309-14,quiz-1770259338309,MCQ,"Trong các câu sau, câu nào có vị ngữ trả lời cho câu hỏi 'Như thế nào?'",A. Đàn cá bơi lội tung tăng.|B. Chú công nhân đang xây nhà.|C. Bầu trời mùa thu xanh ngắt.|D. Em làm bài tập toán.,,,,,,,,,
q-1770259338309-16,quiz-1770259338309,SHORT_ANSWER,Điền từ còn thiếu vào chỗ trống để hoàn thành vị ngữ: 'Con ong chăm chỉ ... mật.',,,,,,,,,,
